44087,7
44088,1
44097,9
44109,12
44110,1
44144,34
44145,1
44163,18
44196,33
44203,7
44513,310
45093,580
45263,170
46862,1599
46863,1
46875,12
46894,19
46895,1
46906,11
46918,12
46919,1
47315,396
47358,43
47468,110
48216,748
48868,652
49599,731
49837,238
50112,275
50939,827
51491,552
52378,887
53652,1274
53715,63
53765,50
54773,1008
55501,728
55502,1
55514,12
55524,10
55552,28
56310,758
57066,756
57067,1
57164,97
57165,1
57323,158
57324,1
57582,258
57736,154
57818,82
57829,11
57830,1
57833,3
57839,6
58098,259
58828,730
58829,1
59165,336
59166,1
59187,21
59283,96
59284,1
59574,290
59972,398
60344,372
60345,1
60436,91
60549,113
60711,162
60712,1
60925,213
60995,70
60996,1
61045,49
61076,31
61104,28
61143,39
61329,186
61330,1
61934,604
61935,1
61979,44
61980,1
62130,150
62131,1
62134,3
62135,1
62516,381
62821,305
62829,8
62843,14
62868,25
62869,1
62919,50
63087,168
63088,1
63242,154
63996,754
63997,1
64033,36
64265,232
64408,143
64765,357
64771,6
64785,14
64786,1
64910,124
64911,1
65018,107
65019,1
65114,95
65800,686
65801,1
65932,131
66046,114
66173,127
66174,1
66245,71
66247,2
66292,45
66410,118
66411,1
66519,108
66584,65
66586,2
66879,293
66880,1
66928,48
66929,1
66947,18
67346,399
67408,62
67787,379
67860,73
67937,77
68045,108
68220,175
68221,1
68301,80
68362,61
68363,1
68373,10
68377,4
68384,7
68394,10
68395,1
68397,2
68400,3
68401,1
68403,2
68407,4
68408,1
68437,29
68438,1
68493,55
68626,133
68627,1
68634,7
68645,11
68646,1
69037,391
69038,1
69053,15
69077,24
69078,1
69085,7
69238,153
69346,108
69347,1
69389,42
69390,1
69409,19
69678,269
71129,1451
71206,77
71207,1
71252,45
71253,1
71584,331
71744,160
71889,145
71890,1
71953,63
71954,1
71969,15
71980,11
72056,76
72120,64
72124,4
72169,45
72171,2
72174,3
72175,1
72177,2
72179,2
72185,6
72186,1
72187,1
72188,1
72189,1
72190,1
72192,2
72193,1
72194,1
72203,9
72204,1
72205,1
72616,411
72617,1
72902,285
73009,107
73010,1
73186,176
73187,1
73216,29
73217,1
73328,111
73450,122
73453,3
73669,216
73906,237
74000,94
74061,61
74143,82
74625,482
74733,108
74840,107
74907,67
74968,61
74970,2
75106,136
75209,103
75977,768
75978,1
76005,27
76006,1
76022,16
76023,1
76090,67
76206,116
76467,261
76646,179
76730,84
77383,653
77384,1
77422,38
77423,1
77476,53
77477,1
77847,370
77848,1
77877,29
77878,1
77932,54
77984,52
78369,385
78935,566
79151,216
79380,229
79381,1
79395,14
79924,529
79928,4
79963,35
79964,1
80006,42
80007,1
80663,656
80664,1
80697,33
81227,530
81501,274
81704,203
82244,540
82245,1
82902,657
83292,390
83341,49
83723,382
83748,25
83929,181
83930,1
84165,235
84166,1
84230,64
84231,1
84269,38
84295,26
84296,1
84483,187
85238,755
85262,24
85994,732
86235,241
86422,187
86454,32
86480,26
86880,400
87121,241
87364,243
87658,294
88056,398
88057,1
88164,107
88165,1
88445,280
88446,1
88519,73
88520,1
88534,14
88536,2
88619,83
88871,252
90260,1389
90261,1
91670,1409
92138,468
92254,116
92530,276
92560,30
92580,20
92674,94
92695,21
92727,32
92760,33
92770,10
92778,8
92787,9
92830,43
92839,9
92847,8
92854,7
92861,7
92870,9
92878,8
92887,9
92893,6
92900,7
92908,8
92913,5
92919,6
92924,5
92931,7
92933,2
92935,2
92937,2
92940,3
92949,9
92950,1
92951,1
92952,1
92953,1
92954,1
92955,1
92956,1
92958,2
92960,2
92966,6
92967,1
92972,5
92973,1
92974,1
92975,1
92977,2
92978,1
92979,1
92980,1
92981,1
92982,1
92985,3
92986,1
92987,1
92988,1
92996,8
92997,1
92998,1
92999,1
93000,1
93003,3
93004,1
93005,1
93007,2
93008,1
93009,1
93010,1
93011,1
93012,1
93013,1
93014,1
93015,1
93016,1
93017,1
93018,1
93019,1
93020,1
93021,1
93023,2
93024,1
93025,1
93026,1
93027,1
93028,1
93029,1
93030,1
93031,1
93032,1
93033,1
93034,1
93035,1
93036,1
93037,1
93038,1
93039,1
93040,1
93041,1
93042,1
93044,2
93045,1
93047,2
93050,3
93051,1
93055,4
93060,5
93065,5
93083,18
93108,25
93124,16
93202,78
93485,283
94204,719
94241,37
94282,41
94325,43
94326,1
94356,30
94417,61
94527,110
94754,227
94955,201
94998,43
95470,472
95507,37
95525,18
95526,1
95529,3
95530,1
95815,285
95977,162
96046,69
96221,175
97053,832
97121,68
98036,915
98041,5
98102,61
98134,32
98173,39
98463,290
98464,1
98471,7
98477,6
98592,115
99083,491
99269,186
99319,50
99320,1
99354,34
99651,297
99862,211
